source_file,docket_number,date,court,reference
Pl-8-09_1.txt, Pl. US 8/09,2012-10-30,ConCo, Pl. US 22/92
1-1904-10_1.txt, I. US 1904/10,2012-06-19,ConCo, PL US 23/02
3-1986-18_1.txt, III. US 1986/18,2018-06-22,ConCo, Pl. US 45/16
4-229-15_1.txt, IV. US 229/15,2016-03-29,ConCo, I. US 195/13
3-2158-13_1.txt, III. US 2158/13,2014-02-27,ConCo, III. US/93
4-2925-10_1.txt, IV. US 2925/10,2011-03-30,ConCo, Pl. US. 24/99
4-2925-10_1.txt, IV. US 2925/10,2011-03-30,ConCo, Pl. US. 27/09
4-2925-10_1.txt, IV. US 2925/10,2011-03-30,ConCo, Pl. US. 8/02
1-116-96.txt, I. US 116/96,1996-12-11,ConCo, Pl. US 41/94
1-998-07_1.txt, I. US 998/07,2007-05-09,ConCo, IV US 188/94
3-2584-12_1.txt, III. US 2584/12,2012-07-26,ConCo, I. US 2777/11
3-2584-12_1.txt, III. US 2584/12,2012-07-26,ConCo, III. US 1648/12
4-4005-12_1.txt, IV. US 4005/12,2012-11-01,ConCo, I. US 3923/20
4-735-05.txt, IV. US 735/05,2006-01-26,ConCo,Sb. n. u. US Svazek c. 28 Usneseni c. 37
4-2358-17_1.txt, IV. US 2358/17,2017-10-31,ConCo, II. US. 2520/15
2-616-06_1.txt, II. US 616/06,2008-05-28,ConCo, II. US 372/94
2-3969-16_1.txt, II. US 3969/16,2017-03-23,ConCo, Pl. US 42/15
2-1589-18_1.txt, II. US 1589/18,2018-07-09,ConCo, III. US 511/10
4-1154-11_1.txt, IV. US 1154/11,2011-09-21,ConCo, IV. US 872/11
4-451-02.txt, IV. US 451/02,2002-08-05,ConCo, I. US 12/95
